index_name,series_id,unique_id,ds,y,lag_1,lag_2,lag_5,vol_5,vol_21,mom_5,mom_21
RUSSELL1000,return,RUSSELL1000_return,2009-02-19,-0.0117431884,-0.0016369127,-0.0453259468,0.0076749261,0.02113430276205196,0.026147933515171386,-0.009242814020000002,-0.0031110585476190485
RUSSELL1000,return,RUSSELL1000_return,2009-02-20,-0.0106385975,-0.0117431884,-0.0016369127,0.0026103144,0.018916027067526556,0.023557508691704587,-0.013126436920000002,-0.001110124428571429
RUSSELL1000,return,RUSSELL1000_return,2009-02-23,-0.0352112597,-0.0106385975,-0.0117431884,-0.0095364511,0.016990450182698083,0.02128021061531217,-0.015776219299999998,-0.0036898348428571434
RUSSELL1000,return,RUSSELL1000_return,2009-02-24,0.0405406174,-0.0352112597,-0.0106385975,-0.0453259468,0.018450260963422407,0.022223390188038903,-0.020911181020000003,-0.004596671914285715
RUSSELL1000,return,RUSSELL1000_return,2009-02-25,-0.0104633835,0.0405406174,-0.0352112597,-0.0016369127,0.027691505421026982,0.024233489614163765,-0.0037378681800000007,-0.00295351140952381
RUSSELL1000,return,RUSSELL1000_return,2009-02-26,-0.0156705357,-0.0104633835,0.0405406174,-0.0117431884,0.02780519337715991,0.024209472332257734,-0.005503162340000001,-0.0037033931047619046
RUSSELL1000,return,RUSSELL1000_return,2009-02-27,-0.0217480124,-0.0156705357,-0.0104633835,-0.0106385975,0.028079653930445012,0.024102257373927308,-0.006288631800000001,-0.004968550895238096
RUSSELL1000,return,RUSSELL1000_return,2009-03-02,-0.0480311132,-0.0217480124,-0.0156705357,-0.0352112597,0.02893637108586111,0.02261613682467362,-0.00851051478,-0.007625272471428572
RUSSELL1000,return,RUSSELL1000_return,2009-03-03,-0.0060548417,-0.0480311132,-0.0217480124,0.0405406174,0.03226969351386198,0.023664022580380428,-0.011074485480000002,-0.008333274661904764
RUSSELL1000,return,RUSSELL1000_return,2009-03-04,0.0247738508,-0.0060548417,-0.0480311132,-0.0104633835,0.01652409675694482,0.023432763729958093,-0.0203935773,-0.007535287933333333
RUSSELL1000,return,RUSSELL1000_return,2009-03-05,-0.0425401214,0.0247738508,-0.0060548417,-0.0156705357,0.02638815250530051,0.024436500760802685,-0.013346130440000001,-0.006343766771428571
RUSSELL1000,return,RUSSELL1000_return,2009-03-06,0.0012715706,-0.0425401214,0.0247738508,-0.0217480124,0.029528925191216776,0.025131638810470158,-0.018720047580000003,-0.009091481742857142
RUSSELL1000,return,RUSSELL1000_return,2009-03-09,-0.0097586288,0.0012715706,-0.0425401214,-0.0480311132,0.030709712136386423,0.025225569511862434,-0.014116130980000002,-0.008751278671428572
RUSSELL1000,return,RUSSELL1000_return,2009-03-10,0.063892843,-0.0097586288,0.0012715706,-0.0060548417,0.024228861260050062,0.024548083088153896,-0.0064616341,-0.010006149204761904
RUSSELL1000,return,RUSSELL1000_return,2009-03-11,0.0030739855,0.063892843,-0.0097586288,0.0247738508,0.039746704645840215,0.02827785358996866,0.0075279028400000005,-0.0083065638
RUSSELL1000,return,RUSSELL1000_return,2009-03-12,0.0409893628,0.0030739855,0.063892843,-0.0425401214,0.03855982348455293,0.028310647567503268,0.0031879297800000003,-0.008222002614285715
RUSSELL1000,return,RUSSELL1000_return,2009-03-13,0.0074621881,0.0409893628,0.0030739855,0.0012715706,0.031184526115289768,0.028705205263352487,0.01989382662,-0.003977691538095238
RUSSELL1000,return,RUSSELL1000_return,2009-03-16,-0.0046680606,0.0074621881,0.0409893628,-0.0097586288,0.030372648650356538,0.028700924529901,0.02113195012,-0.003987821919047619
RUSSELL1000,return,RUSSELL1000_return,2009-03-17,0.0321834338,-0.0046680606,0.0074621881,0.063892843,0.029138552874034492,0.028661181144892977,0.022150063759999998,-0.004334411204761904
RUSSELL1000,return,RUSSELL1000_return,2009-03-18,0.0213737751,0.0321834338,-0.0046680606,0.0030739855,0.019706170503735625,0.029709320592302545,0.01580818192,-0.002347750019047619
RUSSELL1000,return,RUSSELL1000_return,2009-03-19,-0.01187791,0.0213737751,0.0321834338,0.0409893628,0.018406332013674455,0.028422358996384463,0.01946813984,0.0008284272142857145
